timestamp,cell_id,rrc_setup_success_rate,handover_success_rate,call_drop_rate,throughput_mbps,prb_utilization,latency_ms,hour,day_of_week,is_weekend,anomaly_label,anomaly_type
2026-01-01 00:00:00,CELL_001,99.39060980717582,99.21320292587542,0.39613438335362616,81.41168604428655,26.40118276044852,24.030174066871528,0,3,0,0,normal
2026-01-01 01:00:00,CELL_001,99.21177207199831,98.52375845166661,0.3253239352568056,83.99825798915273,23.833997136206094,18.963412578330313,1,3,0,0,normal
2026-01-01 02:00:00,CELL_001,99.63526903885533,98.27705800847419,0.28993362491779,69.67820360895018,28.53508446830612,18.76862373417596,2,3,0,0,normal
2026-01-01 03:00:00,CELL_001,99.43340330084644,98.79920323700956,0.051910268205120846,77.34137099337381,28.701212356449172,26.548894093462795,3,3,0,0,normal
2026-01-01 04:00:00,CELL_001,99.43665850277428,98.49314827106272,0.250084607486296,68.46884302682025,39.87432156150309,27.48000698817685,4,3,0,0,normal
2026-01-01 05:00:00,CELL_001,99.16407083373792,98.77207456045706,0.6434386071842754,74.44170040955389,48.73433088572834,34.36825821965367,5,3,0,0,normal
2026-01-01 06:00:00,CELL_001,99.15423990155598,97.68447273070225,0.7946362878931049,62.534519454088326,55.05803077027021,38.79188894059104,6,3,0,0,normal
2026-01-01 07:00:00,CELL_001,98.48111194142925,98.20922202601773,0.8048341970527222,58.274067455128495,60.09060321298176,37.888533231559194,7,3,0,0,normal
2026-01-01 08:00:00,CELL_001,99.27471690006355,98.5071493719445,0.8946597683965113,53.90228665356434,65.10688644101837,43.246753010974565,8,3,0,0,normal
2026-01-01 09:00:00,CELL_001,98.63742182383551,97.36014861630244,1.2663100195083434,37.88846811409875,76.36949248470958,40.8447228138906,9,3,0,0,normal
2026-01-01 10:00:00,CELL_001,98.71506636761141,96.83381750751231,1.404329992169905,47.21436053128423,76.8400606146897,50.0153169287864,10,3,0,0,normal
2026-01-01 11:00:00,CELL_001,98.40102100494235,97.24726770231024,1.2298663635724942,47.05184313055644,83.10412505271881,46.615031555776966,11,3,0,0,normal
2026-01-01 12:00:00,CELL_001,98.65530014909635,97.34699109568804,1.3993040297638395,47.32571946582627,76.41446758897212,48.229530668178434,12,3,0,0,normal
2026-01-01 13:00:00,CELL_001,98.20327316869107,97.46544514240583,1.1554567411976708,62.56631552576878,69.36957152677022,46.10653245483572,13,3,0,0,normal
2026-01-01 14:00:00,CELL_001,98.72897418810555,97.19159053416267,1.1912239790242627,35.77604488240863,75.43973255342732,40.88567670003077,14,3,0,0,normal
2026-01-01 15:00:00,CELL_001,98.54269017382713,97.96648787613198,1.4760693910719063,55.40983531806785,73.23020323265496,46.985521481406984,15,3,0,0,normal
2026-01-01 16:00:00,CELL_001,98.8365816741064,97.32848260872596,1.04153571649641,52.75912771721995,67.80789785450443,34.34554699974716,16,3,0,0,normal
2026-01-01 17:00:00,CELL_001,99.17874290614235,97.37229514144931,0.8752689237061553,62.19421047951172,57.322367012583896,35.20957121827461,17,3,0,0,normal
2026-01-01 18:00:00,CELL_001,98.67872859965087,98.3422870114795,1.2195997555671647,59.87804018771928,54.87266322445598,39.419811323109585,18,3,0,0,normal
2026-01-01 19:00:00,CELL_001,99.07251767602872,97.54398639889577,0.4070295115686904,67.61355466821018,38.760351534042044,30.75253565081884,19,3,0,0,normal
2026-01-01 20:00:00,CELL_001,99.48508198158164,98.45932379465452,0.6092850888143023,71.65220804255736,36.995562579604474,32.84411281186866,20,3,0,0,normal
2026-01-01 21:00:00,CELL_001,100.0,99.9426585872318,0.5256178236231894,84.16644081784163,24.63037723430253,24.729396031094264,21,3,0,0,normal
2026-01-01 22:00:00,CELL_001,99.59256022566804,98.91104881725916,0.1847619468197544,76.52787537627212,23.76110815012159,18.62914226193626,22,3,0,0,normal
2026-01-01 23:00:00,CELL_001,99.79548677346307,98.55392828502447,0.3418133191740882,88.63996224656466,27.492343562291982,20.15722920025043,23,3,0,0,normal
2026-01-02 00:00:00,CELL_001,99.6239714389453,98.93062519408454,0.06255421413638104,82.91902797557373,31.679618017405623,19.85788789236669,0,4,0,0,normal
2026-01-02 01:00:00,CELL_001,100.0,98.9045868981741,0.12574536752890694,78.64097499932348,27.444848492649932,15.72592191361144,1,4,0,0,normal
2026-01-02 02:00:00,CELL_001,99.19365075051572,98.97655457680416,0.28786024027806406,81.99025549178711,21.144965796367277,17.685256729369495,2,4,0,0,normal
2026-01-02 03:00:00,CELL_001,99.5402235584581,98.98128733648703,0.4637881488037737,86.25527074234405,32.92676942417578,21.671367507039633,3,4,0,0,normal
2026-01-02 04:00:00,CELL_001,99.00451899193448,98.22731143835382,0.6178069216638835,73.33047558673402,40.77778580880855,19.886571143555436,4,4,0,0,normal
2026-01-02 05:00:00,CELL_001,98.49231444694803,98.74372067550122,0.9770583935866581,66.8513818350087,46.933062695659515,33.43640457544786,5,4,0,0,normal
2026-01-02 06:00:00,CELL_001,99.14997795035497,98.17385150193871,0.7748420242691569,59.778898521381976,50.8227670111358,33.63033119940132,6,4,0,0,normal
2026-01-02 07:00:00,CELL_001,99.01784828130394,98.20348151143627,1.056639376136757,63.74934146926114,55.66352451046418,31.674830149636577,7,4,0,0,normal
2026-01-02 08:00:00,CELL_001,98.65424067442949,97.34296542017812,1.0837758097455295,53.730123786017835,64.2683583018116,44.34424853445412,8,4,0,0,normal
2026-01-02 09:00:00,CELL_001,98.69724063136762,98.01056032555981,1.2720959879886178,59.48335094651853,70.07719122644197,45.3207470473819,9,4,0,0,normal
2026-01-02 10:00:00,CELL_001,99.31723040413809,97.19865782214087,1.349039219185486,42.56997674289235,75.3022339417608,48.38257245633572,10,4,0,0,normal
2026-01-02 11:00:00,CELL_001,98.54828353074271,97.49102719939364,1.3145958159396534,49.422511855313985,74.24795020376489,44.97497025335679,11,4,0,0,normal
2026-01-02 12:00:00,CELL_001,98.68202485683766,96.97979636956725,1.3696038597061102,44.38206745201518,71.6934727001777,49.17983995237526,12,4,0,0,normal
2026-01-02 13:00:00,CELL_001,98.32109422876218,96.85086992805275,1.1364302599926268,47.7064011814045,76.7504484661526,51.22263290003712,13,4,0,0,normal
2026-01-02 14:00:00,CELL_001,98.58468751028099,97.4818337538348,1.1810737997779823,38.66202781611579,80.13196017622732,49.418084206386105,14,4,0,0,normal
2026-01-02 15:00:00,CELL_001,98.58069801924401,97.2797651132343,1.2356962230926654,50.832856499310644,69.82131969339218,42.78760995874622,15,4,0,0,normal
2026-01-02 16:00:00,CELL_001,98.67911187985209,97.34841701697029,0.8257380826472405,51.44003329908912,71.73577567422274,42.55412244341852,16,4,0,0,normal
2026-01-02 17:00:00,CELL_001,99.39230203131515,97.65589477448319,1.0476757123428289,57.93642505902567,56.08689688084716,41.414864656097656,17,4,0,0,normal
2026-01-02 18:00:00,CELL_001,99.45781016380936,98.46454730641604,0.8277909170578861,67.18874804486755,48.22875647535391,30.39012240908101,18,4,0,0,normal
2026-01-02 19:00:00,CELL_001,99.30747134500622,98.16440662010841,0.6363623449031842,72.10759111012717,46.0292210599444,35.72955859873476,19,4,0,0,normal
2026-01-02 20:00:00,CELL_001,98.82638794586283,98.5371250155075,0.28996041336543477,75.10860316334872,30.705733493985242,24.629941612071505,20,4,0,0,normal
2026-01-02 21:00:00,CELL_001,99.34538703291689,98.63336156749055,0.631952947228194,78.00825462785637,27.814367437405654,25.47409523201791,21,4,0,0,normal
2026-01-02 22:00:00,CELL_001,100.0,98.16427185942311,0.5923522925979086,90.00633186573074,22.42257947981762,19.905382160034446,22,4,0,0,normal
2026-01-02 23:00:00,CELL_001,99.59304888975,98.4358200645292,0.23191866283491286,89.9272484280761,30.050336413708727,20.66981250776078,23,4,0,0,normal
2026-01-03 00:00:00,CELL_001,99.92651869942334,99.06841156764656,0.2864374454857022,89.34577296248449,22.792567416430213,14.773334922094175,0,5,1,0,normal
2026-01-03 01:00:00,CELL_001,100.0,98.69275403000648,0.24011793693742334,82.72230236988065,35.23279714267301,18.361874603549836,1,5,1,0,normal
2026-01-03 02:00:00,CELL_001,99.70183185850364,99.31513288505266,0.29303594393810906,80.41791735122317,22.909083336924596,16.814222070711107,2,5,1,0,normal
2026-01-03 03:00:00,CELL_001,99.27827107669889,99.0461150602816,0.35391114696806375,83.70195947578853,33.16264704272177,24.455710587277032,3,5,1,0,normal
2026-01-03 04:00:00,CELL_001,98.74911454929575,98.76326582838165,0.49744417690989695,78.40129618133207,44.58714154299216,30.302633980737987,4,5,1,0,normal
2026-01-03 05:00:00,CELL_001,99.41196431159878,98.97294823652426,0.7555055757560014,76.99619849262817,51.8064497467914,32.182788485428155,5,5,1,0,normal
2026-01-03 06:00:00,CELL_001,99.01146665427869,98.2682950645618,0.997259414427818,65.64664744170378,53.20911916354012,23.773988203056703,6,5,1,0,normal
2026-01-03 07:00:00,CELL_001,99.09539524611193,98.2787879705714,0.5992031268276621,61.376381475576785,57.30397911390994,41.1101257905313,7,5,1,0,normal
2026-01-03 08:00:00,CELL_001,98.57747171280968,97.60499270154695,0.955072774760479,48.27304761101381,63.96567758546244,39.90552753943528,8,5,1,0,normal
2026-01-03 09:00:00,CELL_001,98.6793360524412,98.45144047263722,0.9378569347843788,49.0975618877766,68.85243095248356,40.29722429980036,9,5,1,0,normal
2026-01-03 10:00:00,CELL_001,98.76030986565715,98.29673477804546,1.347495077982469,56.27656988497074,69.31001200991005,42.942238868923816,10,5,1,0,normal
2026-01-03 11:00:00,CELL_001,98.7504683660447,97.50378095505172,1.0890907789463213,46.39023551787316,67.13416418422413,44.71342785816532,11,5,1,0,normal
2026-01-03 12:00:00,CELL_001,98.4424771551935,97.69172208030923,0.9229086240284794,53.344963811816676,64.33073633365098,41.2377439586036,12,5,1,0,normal
2026-01-03 13:00:00,CELL_001,99.04318056681898,98.06632625101568,1.2123466653265809,50.043929090713014,66.5464031894981,43.26278692155818,13,5,1,0,normal
2026-01-03 14:00:00,CELL_001,98.52515440213453,97.43471116758637,1.4478400140218928,50.007677337642455,69.06800438080238,42.585988339449315,14,5,1,0,normal
2026-01-03 15:00:00,CELL_001,98.30418637835854,97.3290300372229,1.2373073819402134,44.464896940743586,65.716321937353,41.98467809538199,15,5,1,0,normal
2026-01-03 16:00:00,CELL_001,98.88686735589518,98.15172407597652,0.9771679158341776,57.80388116602425,61.54597500133772,36.355939980831586,16,5,1,0,normal
2026-01-03 17:00:00,CELL_001,98.98118674397205,97.96098595799747,0.9493496668289163,44.614768031952615,59.90178452861332,32.65502087314356,17,5,1,0,normal
2026-01-03 18:00:00,CELL_001,99.18325180038131,98.25334756730344,0.9296931024634016,65.03014929713189,48.61907965990518,33.12775601868494,18,5,1,0,normal
2026-01-03 19:00:00,CELL_001,99.67604060279109,98.18590912952598,0.39393405275599497,65.02737861117052,45.35709886564233,29.63606842305153,19,5,1,0,normal
2026-01-03 20:00:00,CELL_001,99.33900665807676,97.97063589575893,0.4456755122542681,81.55764361463913,32.010534504470904,27.859536766959074,20,5,1,0,normal
2026-01-03 21:00:00,CELL_001,99.40323996191621,98.70700999226534,0.3595230548430994,80.72818282376583,34.19729475628378,27.899011717943516,21,5,1,0,normal
2026-01-03 22:00:00,CELL_001,99.33282902655961,99.20431724411985,0.07676652716629309,85.75501048950417,24.061798342431953,22.025250243595426,22,5,1,0,normal
2026-01-03 23:00:00,CELL_001,99.76868453137179,98.74092971809314,0.24776900056560552,89.33622548229282,21.529060441546097,20.581027274352017,23,5,1,0,normal
2026-01-04 00:00:00,CELL_001,99.69679157242945,99.45346463825553,0.376015303115384,80.25541739587581,24.669277256629204,22.518991593293567,0,6,1,0,normal
2026-01-04 01:00:00,CELL_001,99.5031036929126,98.6404380700038,0.33745114265070775,92.13917792681096,26.465678709848547,16.99253942231875,1,6,1,0,normal
2026-01-04 02:00:00,CELL_001,99.12508406206065,98.50737539069746,0.35596528471716704,87.80614890944241,33.32078764301903,18.534525127035565,2,6,1,0,normal
2026-01-04 03:00:00,CELL_001,99.9044705517881,98.76616349381287,0.33917528385161677,79.79171843694519,32.443308560059215,19.791069870370322,3,6,1,0,normal
2026-01-04 04:00:00,CELL_001,99.10737696588508,98.56718088092074,0.5247730555381288,81.81245013300884,31.739047884012603,29.150601912688526,4,6,1,0,normal
2026-01-04 05:00:00,CELL_001,99.26823494912713,98.86821357996672,0.32442844230615536,70.66878787767854,43.17161361676966,28.694861915929085,5,6,1,0,normal
2026-01-04 06:00:00,CELL_001,99.26756904463048,97.97038023366486,0.6361620453773753,63.150002084295025,51.55099013640505,33.280200449846056,6,6,1,0,normal
2026-01-04 07:00:00,CELL_001,98.71223865414406,98.4705430341276,0.8779939443750021,57.98194500461335,56.63129861065997,39.19919384842749,7,6,1,0,normal
2026-01-04 08:00:00,CELL_001,98.44775151634344,98.39475722503303,1.081069863053485,51.24566100331051,62.11672527349663,38.10178529034365,8,6,1,0,normal
2026-01-04 09:00:00,CELL_001,98.30428746260733,97.71385397477988,1.0733252650837117,49.13821373142071,58.53657400894589,41.431784062768294,9,6,1,0,normal
2026-01-04 10:00:00,CELL_001,98.95188850206117,98.06950038961169,1.068181888990726,58.1501012389079,63.80211234707755,41.60135277922966,10,6,1,0,normal
2026-01-04 11:00:00,CELL_001,98.56598929361729,97.1582976542745,1.1016720801595135,48.13966106273661,72.82463184432304,46.25135760193089,11,6,1,0,normal
2026-01-04 12:00:00,CELL_001,99.33169599964744,97.75078810100236,1.7343586610554793,47.35618122125373,80.70165409327592,45.92522304936385,12,6,1,0,normal
2026-01-04 13:00:00,CELL_001,98.4038665991965,97.81987263819718,1.344134170463576,44.71353288771787,76.92650890001666,43.80164485491224,13,6,1,0,normal
2026-01-04 14:00:00,CELL_001,98.52455250402996,97.90921878469227,1.1676283066336453,42.30451925265485,64.1020586118136,44.01770171875135,14,6,1,0,normal
2026-01-04 15:00:00,CELL_001,98.63203385662794,97.62926891448936,1.0522080711976918,53.45032902155833,60.73258976399802,44.561812681839555,15,6,1,0,normal
2026-01-04 16:00:00,CELL_001,98.96476161441497,96.79662264330585,0.8889106704560112,47.436111781167014,59.78896129420872,36.663373309948994,16,6,1,0,normal
2026-01-04 17:00:00,CELL_001,98.85713535646065,97.71206763325225,0.8662651649119261,59.30577544758694,48.91086448684226,36.717475867266685,17,6,1,0,normal
2026-01-04 18:00:00,CELL_001,99.3600088427245,98.06596092444124,0.6975699824420718,61.51635541135897,46.6329778944332,27.91939102872636,18,6,1,0,normal
2026-01-04 19:00:00,CELL_001,99.07181294789221,98.10694368655794,0.26204606812909664,82.40184520788372,39.72957661824684,20.862173473034737,19,6,1,0,normal
2026-01-04 20:00:00,CELL_001,99.09793116316327,98.68242153755526,0.1818339130425783,81.77986809971995,32.641009617270385,25.786009235010287,20,6,1,0,normal
2026-01-04 21:00:00,CELL_001,99.16368427403202,98.74786257918905,0.15180112790280043,84.12340592414637,20.338853659190736,22.76362475690458,21,6,1,0,normal
2026-01-04 22:00:00,CELL_001,99.03281480091312,98.5690911577234,0.30293401774730655,88.99330975655441,29.89634042060199,22.33634951507279,22,6,1,0,normal
2026-01-04 23:00:00,CELL_001,99.5122442037991,98.5667049829101,0.18291901438730118,80.43268832234399,23.279535496196868,14.375136040288453,23,6,1,0,normal
2026-01-05 00:00:00,CELL_001,99.57546922831162,98.7002847614901,0.4315753226329394,87.71739689335047,20.320332657158847,18.947451709770576,0,0,0,0,normal
2026-01-05 01:00:00,CELL_001,99.49285504953913,99.3432390305574,0.0,85.99905216859356,13.510951146873403,13.344956719846756,1,0,0,0,normal
2026-01-05 02:00:00,CELL_001,99.96156575570672,98.7193555372903,0.09715531827751121,86.32010040666835,24.889940379797455,24.109103322962554,2,0,0,0,normal
2026-01-05 03:00:00,CELL_001,99.8313129440711,98.58087238704701,0.5642798146075254,86.62143319775221,37.88274831230097,19.902059122166833,3,0,0,0,normal
2026-01-05 04:00:00,CELL_001,99.3116647277217,98.40784689341116,0.48487386924637615,79.08687932038323,43.34852498359965,30.149931624056876,4,0,0,0,normal
2026-01-05 05:00:00,CELL_001,98.82975038850805,98.5106365768374,0.7150671657420745,72.47548182897947,40.24378178883293,32.14969992114954,5,0,0,0,normal
2026-01-05 06:00:00,CELL_001,98.94280346927744,98.2610497872168,1.083778740327169,55.491766814406034,48.54356909732814,31.454092945360145,6,0,0,0,normal
2026-01-05 07:00:00,CELL_001,98.74531277664158,96.75191524574119,0.8612326573218216,51.87053672526224,61.49971366671619,35.48779967842373,7,0,0,0,normal
2026-01-05 08:00:00,CELL_001,98.49734770894908,97.8246623459126,1.1840428449405374,47.29584819859667,66.33942251743258,45.778182071442146,8,0,0,0,normal
